# page-membership (element_of) round (gen_page_pairs.py; source=MediaWiki API via fetch_category_pages.py; Haiku-graded CENTRALITY). a=category b=page; relation=element_of, a_type=category b_type=page. neg=off-domain non-membership. cols: a	b	stratum	wl	mu	relation	a_type	b_type
1978_albums	Bogdanov–Takens_bifurcation	neg	-1	0.0	element_of	category	page
Television_stations	Stakeholder_analysis	neg	-1	0.0	element_of	category	page
Medieval_knights	Infinite-period_bifurcation	neg	-1	0.0	element_of	category	page
Tornado	Powers_of_Ten_(film_series)	neg	-1	0.0	element_of	category	page
Emergence	Strong_emergence	pos_pageof_emergence	-1	0.8	element_of	category	page
Public_toilets_automation	Functional_flow_block_diagram	neg	-1	0.0	element_of	category	page
Television_stations	Compartmental_neuron_models	neg	-1	0.0	element_of	category	page
Chess_openings	Infinite-period_bifurcation	neg	-1	0.0	element_of	category	page
Galaxies	Duality_(CoPs)	neg	-1	0.0	element_of	category	page
Galaxies	Kuramoto–Sivashinsky_equation	neg	-1	0.0	element_of	category	page
Comedians	Duality_(CoPs)	neg	-1	0.0	element_of	category	page
Comedians	N2_chart	neg	-1	0.0	element_of	category	page
1978_albums	Hilbert–Arnold_problem	neg	-1	0.0	element_of	category	page
Galaxies	NeSSI	neg	-1	0.0	element_of	category	page
1978_albums	Coupled_map_lattice	neg	-1	0.0	element_of	category	page
Emergence	Artificial_creation	pos_pageof_emergence	-1	0.0	element_of	category	page
Chess_openings	Biocomplexity	neg	-1	0.0	element_of	category	page
Emergence	Ecology	pos_pageof_emergence	-1	0.6	element_of	category	page
Public_toilets_automation	Blue_sky_catastrophe	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Parametric_array	pos_pageof_nonlinear_sy	-1	0.2	element_of	category	page
Medieval_knights	Artin_billiard	neg	-1	0.0	element_of	category	page
Feudalism	Integrative_level	neg	-1	0.0	element_of	category	page
Ergodic_theory	Commutation_theorem_for_traces	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Emergence	Einselection	pos_pageof_emergence	-1	0.6	element_of	category	page
Comedians	Entropic_gravity	neg	-1	0.0	element_of	category	page
Chess_openings	Pitchfork_bifurcation	neg	-1	0.0	element_of	category	page
Cooking	Event_partitioning	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Traian_Brăileanu	neg	-1	0.0	element_of	category	page
Ergodic_theory	Ratner's_theorems	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Holism	Holism_in_science	pos_pageof_holism	-1	0.8	element_of	category	page
Holism	Two_Dogmas_of_Empiricism	pos_pageof_holism	-1	0.6	element_of	category	page
Comedians	Syndetic_set	neg	-1	0.0	element_of	category	page
Ergodic_theory	Subshift_of_finite_type	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Chess_openings	Systems_theory	neg	-1	0.0	element_of	category	page
Chess_openings	Weak_emergence	neg	-1	0.0	element_of	category	page
Emergence	The_central_science	pos_pageof_emergence	-1	0.0	element_of	category	page
Emergence	Enactivism	pos_pageof_emergence	-1	0.6	element_of	category	page
Chess_openings	Holism	neg	-1	0.0	element_of	category	page
Cooking	Steady_change	neg	-1	0.0	element_of	category	page
Television_stations	Maximal_ergodic_theorem	neg	-1	0.0	element_of	category	page
1978_albums	Transcritical_bifurcation	neg	-1	0.0	element_of	category	page
Ergodic_theory	IP_set	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Tornado	Social_neuroscience	neg	-1	0.0	element_of	category	page
Tornado	Maximising_measure	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Krylov–Bogolyubov_theorem	neg	-1	0.0	element_of	category	page
Emergence	Plithotaxis	pos_pageof_emergence	-1	0.0	element_of	category	page
1978_albums	Classical_limit	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Superstatistics	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Systems_analysis	IDEF5	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Television_stations	Darwin_machine	neg	-1	0.0	element_of	category	page
Emergence	Living_technology	pos_pageof_emergence	-1	0.4	element_of	category	page
Comedians	Poincaré_recurrence_theorem	neg	-1	0.0	element_of	category	page
Feudalism	Kuramoto–Sivashinsky_equation	neg	-1	0.0	element_of	category	page
Cooking	Holism_in_science	neg	-1	0.0	element_of	category	page
Television_stations	Duality_(CoPs)	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Quantum_ergodicity	neg	-1	0.0	element_of	category	page
Television_stations	Abelian_sandpile_model	neg	-1	0.0	element_of	category	page
Emergence	Institute_for_Complex_Adaptive_Matter	pos_pageof_emergence	-1	0.6	element_of	category	page
Tornado	Bifurcation_theory	neg	-1	0.0	element_of	category	page
Holism	Transdisciplinarity	pos_pageof_holism	-1	0.6	element_of	category	page
1978_albums	Exponential_integrate-and-fire	neg	-1	0.0	element_of	category	page
Holism	Synergetics_(Fuller)	pos_pageof_holism	-1	0.8	element_of	category	page
Television_stations	Emergence	neg	-1	0.0	element_of	category	page
Medieval_knights	Control-flow_diagram	neg	-1	0.0	element_of	category	page
Television_stations	Poincaré_recurrence_theorem	neg	-1	0.0	element_of	category	page
Emergence	Emergent_materialism	pos_pageof_emergence	-1	0.8	element_of	category	page
Public_toilets_automation	Consciousness	neg	-1	0.0	element_of	category	page
Galaxies	Transdisciplinarity	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Variable_structure_system	neg	-1	0.0	element_of	category	page
1978_albums	Bifurcation_theory	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Heteroclinic_bifurcation	neg	-1	0.0	element_of	category	page
Comedians	Gestalt_psychology	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Additive_state_decomposition	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Emergence	Systems_theory	pos_pageof_emergence	-1	0.8	element_of	category	page
Feudalism	Bifurcation_memory	neg	-1	0.0	element_of	category	page
Ergodic_theory	Poincaré_recurrence_theorem	pos_pageof_ergodic_theo	-1	1.0	element_of	category	page
Tornado	Oseledets_theorem	neg	-1	0.0	element_of	category	page
Television_stations	Neural_accommodation	neg	-1	0.0	element_of	category	page
Cooking	Wholistic_reference	neg	-1	0.0	element_of	category	page
Television_stations	Thomas_Avinger	neg	-1	0.0	element_of	category	page
Comedians	Kac's_lemma	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Health_web_science	neg	-1	0.0	element_of	category	page
Comedians	Symmetry-protected_topological_order	neg	-1	0.0	element_of	category	page
Feudalism	Social_epidemiology	neg	-1	0.0	element_of	category	page
Feudalism	Bailout_embedding	neg	-1	0.0	element_of	category	page
Systems_analysis	Management_cybernetics	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Chess_openings	Communalness	neg	-1	0.0	element_of	category	page
Systems_analysis	HIPO_model	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Television_stations	Integrative_level	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Kolmogorov_automorphism	neg	-1	0.0	element_of	category	page
Holism	Powers_of_Ten_(film_series)	pos_pageof_holism	-1	0.2	element_of	category	page
Medieval_knights	Reductionism	neg	-1	0.0	element_of	category	page
Galaxies	Blue_sky_catastrophe	neg	-1	0.0	element_of	category	page
Chess_openings	Event_partitioning	neg	-1	0.0	element_of	category	page
1978_albums	Homoclinic_bifurcation	neg	-1	0.0	element_of	category	page
Galaxies	Functional_flow_block_diagram	neg	-1	0.0	element_of	category	page
Holism	Holon_(sculpture)	pos_pageof_holism	-1	0.0	element_of	category	page
Cooking	CFA_Loop	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Autowave_reverberator	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Medieval_knights	Bifurcation_diagram	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Compartmental_neuron_models	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Feudalism	Spillover_(experiment)	neg	-1	0.0	element_of	category	page
Ergodic_theory	Lattice_(discrete_subgroup)	pos_pageof_ergodic_theo	-1	0.6	element_of	category	page
Holism	Complexity	pos_pageof_holism	-1	0.8	element_of	category	page
Nonlinear_systems	Dynamic_fluid_film_equations	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Ergodic_theory	Arithmetic_combinatorics	pos_pageof_ergodic_theo	-1	0.4	element_of	category	page
Tornado	Hopf_decomposition	neg	-1	0.0	element_of	category	page
Tornado	Sinai–Ruelle–Bowen_measure	neg	-1	0.0	element_of	category	page
Comedians	Kuramoto_model	neg	-1	0.0	element_of	category	page
Feudalism	Steady_change	neg	-1	0.0	element_of	category	page
Cooking	Noosphere	neg	-1	0.0	element_of	category	page
Television_stations	IP_set	neg	-1	0.0	element_of	category	page
Holism	Relationalism	pos_pageof_holism	-1	0.6	element_of	category	page
Chess_openings	DUAL_(cognitive_architecture)	neg	-1	0.0	element_of	category	page
Chess_openings	Social_cognitive_neuroscience	neg	-1	0.0	element_of	category	page
Systems_analysis	IDEF3	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Public_toilets_automation	Coupled_map_lattice	neg	-1	0.0	element_of	category	page
Galaxies	Emergenesis	neg	-1	0.0	element_of	category	page
Cooking	Spillover_(experiment)	neg	-1	0.0	element_of	category	page
Medieval_knights	Emergentism	neg	-1	0.0	element_of	category	page
Ergodic_theory	Ergodicity_economics	pos_pageof_ergodic_theo	-1	0.4	element_of	category	page
Medieval_knights	Conservative_system	neg	-1	0.0	element_of	category	page
Comedians	No-wandering-domain_theorem	neg	-1	0.0	element_of	category	page
1978_albums	Superorganism	neg	-1	0.0	element_of	category	page
Nonlinear_systems	FitzHugh–Nagumo_model	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Nonlinear_systems	Synchronization_of_chaos	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Feudalism	Control-flow_diagram	neg	-1	0.0	element_of	category	page
Cooking	Enactivism	neg	-1	0.0	element_of	category	page
Tornado	Rice's_formula	neg	-1	0.0	element_of	category	page
Comedians	Social_structure	neg	-1	0.0	element_of	category	page
Galaxies	Symmetry-protected_topological_order	neg	-1	0.0	element_of	category	page
Systems_analysis	Failure_mode_and_effects_analysis	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Chess_openings	Power_integrity	neg	-1	0.0	element_of	category	page
Comedians	Coupled_map_lattice	neg	-1	0.0	element_of	category	page
Cooking	Control–feedback–abort_loop	neg	-1	0.0	element_of	category	page
Medieval_knights	Price_point	neg	-1	0.0	element_of	category	page
Chess_openings	Hopf_decomposition	neg	-1	0.0	element_of	category	page
1978_albums	Mixing_(physics)	neg	-1	0.0	element_of	category	page
Comedians	Three-wave_equation	neg	-1	0.0	element_of	category	page
Galaxies	Connectionism	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Hindmarsh–Rose_model	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Feudalism	Systems_analyst	neg	-1	0.0	element_of	category	page
Emergence	OpenCog	pos_pageof_emergence	-1	0.4	element_of	category	page
Nonlinear_systems	Hyperchaos	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Comedians	Superstatistics	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Chaotic_hysteresis	pos_pageof_bifurcation_	-1	0.6	element_of	category	page
Galaxies	Classical_limit	neg	-1	0.0	element_of	category	page
Feudalism	Personality_systematics	neg	-1	0.0	element_of	category	page
Emergence	Duality_(CoPs)	pos_pageof_emergence	-1	0.2	element_of	category	page
Medieval_knights	Ergodic_hypothesis	neg	-1	0.0	element_of	category	page
Medieval_knights	Systems_analyst	neg	-1	0.0	element_of	category	page
Emergence	Equation-free_modeling	pos_pageof_emergence	-1	0.6	element_of	category	page
1978_albums	Internet_traffic_engineering	neg	-1	0.0	element_of	category	page
Television_stations	Semantic_data_model	neg	-1	0.0	element_of	category	page
Television_stations	Two_Dogmas_of_Empiricism	neg	-1	0.0	element_of	category	page
Emergence	Social_cognitive_neuroscience	pos_pageof_emergence	-1	0.4	element_of	category	page
Chess_openings	Analysis	neg	-1	0.0	element_of	category	page
Tornado	OpenCog	neg	-1	0.0	element_of	category	page
Emergence	Strategy_dynamics	pos_pageof_emergence	-1	0.6	element_of	category	page
Holism	Structured_programming	pos_pageof_holism	-1	0.2	element_of	category	page
1978_albums	Holism_in_science	neg	-1	0.0	element_of	category	page
Medieval_knights	Fundamental_domain	neg	-1	0.0	element_of	category	page
Chess_openings	Law,_Legislation_and_Liberty	neg	-1	0.0	element_of	category	page
Galaxies	Social_structure	neg	-1	0.0	element_of	category	page
Systems_analysis	Work_systems	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Comedians	Strategy_dynamics	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Abelian_sandpile_model	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Systems_analysis	Business_analyst	pos_pageof_systems_anal	-1	0.4	element_of	category	page
Ergodic_theory	Linear_flow_on_the_torus	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Feudalism	Wholistic_reference	neg	-1	0.0	element_of	category	page
Feudalism	Communalness	neg	-1	0.0	element_of	category	page
Chess_openings	Control-flow_diagram	neg	-1	0.0	element_of	category	page
Cooking	Superorganism	neg	-1	0.0	element_of	category	page
Systems_analysis	Event_partitioning	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Comedians	Traian_Brăileanu	neg	-1	0.0	element_of	category	page
Tornado	Steady_change	neg	-1	0.0	element_of	category	page
Cooking	Structure_chart	neg	-1	0.0	element_of	category	page
Systems_analysis	Systems_analyst	pos_pageof_systems_anal	-1	0.6	element_of	category	page
1978_albums	Synergistic_system	neg	-1	0.0	element_of	category	page
1978_albums	Biocomplexity	neg	-1	0.0	element_of	category	page
Chess_openings	Fermi–Pasta–Ulam–Tsingou_problem	neg	-1	0.0	element_of	category	page
Ergodic_theory	Wandering_set	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Chess_openings	PDCA	neg	-1	0.0	element_of	category	page
Cooking	Systems_analyst	neg	-1	0.0	element_of	category	page
Television_stations	Three-wave_equation	neg	-1	0.0	element_of	category	page
Galaxies	Catastrophe_theory	neg	-1	0.0	element_of	category	page
Cooking	Strategy_dynamics	neg	-1	0.0	element_of	category	page
Medieval_knights	Chaotic_hysteresis	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Transpartisan	neg	-1	0.0	element_of	category	page
Medieval_knights	Chaos_communications	neg	-1	0.0	element_of	category	page
Medieval_knights	OODA_loop	neg	-1	0.0	element_of	category	page
Galaxies	Hodgkin–Huxley_model	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Pyragas_method	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Kuramoto–Sivashinsky_equation	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Ergodic_theory	Wiener–Wintner_theorem	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Tornado	Structured_programming	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Crisis_(dynamical_systems)	pos_pageof_bifurcation_	-1	0.8	element_of	category	page
Medieval_knights	Normal_form_(dynamical_systems)	neg	-1	0.0	element_of	category	page
Medieval_knights	System_context_diagram	neg	-1	0.0	element_of	category	page
1978_albums	Failure_mode_and_effects_analysis	neg	-1	0.0	element_of	category	page
Comedians	Holism	neg	-1	0.0	element_of	category	page
Cooking	Bifurcation_theory	neg	-1	0.0	element_of	category	page
Systems_analysis	OODA_loop	pos_pageof_systems_anal	-1	0.6	element_of	category	page
Comedians	Policy_analysis	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Social_complexity	pos_pageof_nonlinear_sy	-1	0.4	element_of	category	page
Public_toilets_automation	Reductionism	neg	-1	0.0	element_of	category	page
Holism	Theory_of_everything_(philosophy)	pos_pageof_holism	-1	0.2	element_of	category	page
Public_toilets_automation	Equation-free_modeling	neg	-1	0.0	element_of	category	page
Galaxies	Plithotaxis	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Bogdanov–Takens_bifurcation	pos_pageof_bifurcation_	-1	1.0	element_of	category	page
Comedians	Hodgkin–Huxley_model	neg	-1	0.0	element_of	category	page
Feudalism	Entropic_gravity	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Self-oscillation	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Galaxies	Empirical_dynamic_modeling	neg	-1	0.0	element_of	category	page
Tornado	Computational_irreducibility	neg	-1	0.0	element_of	category	page
Emergence	Darwin_among_the_Machines	pos_pageof_emergence	-1	0.2	element_of	category	page
Galaxies	Software_quality_assurance_analyst	neg	-1	0.0	element_of	category	page
Chess_openings	Exponential_integrate-and-fire	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Systems_modeling	neg	-1	0.0	element_of	category	page
Comedians	Wave_turbulence	neg	-1	0.0	element_of	category	page
Feudalism	Transdisciplinarity	neg	-1	0.0	element_of	category	page
Tornado	NeSSI	neg	-1	0.0	element_of	category	page
Emergence	Theory_of_narrative_thought	pos_pageof_emergence	-1	0.2	element_of	category	page
Chess_openings	Krylov–Bogolyubov_theorem	neg	-1	0.0	element_of	category	page
Chess_openings	Entropic_gravity	neg	-1	0.0	element_of	category	page
Holism	Transcendental_humanism	pos_pageof_holism	-1	0.2	element_of	category	page
1978_albums	Ergodic_sequence	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Feigenbaum_constants	pos_pageof_bifurcation_	-1	1.0	element_of	category	page
Galaxies	Data-flow_diagram	neg	-1	0.0	element_of	category	page
Systems_analysis	Data-flow_diagram	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Feudalism	Spiral_wave	neg	-1	0.0	element_of	category	page
Chess_openings	Shlaer–Mellor_method	neg	-1	0.0	element_of	category	page
Feudalism	Structured_systems_analysis_and_design_method	neg	-1	0.0	element_of	category	page
Television_stations	Emergent_materialism	neg	-1	0.0	element_of	category	page
Systems_analysis	First_Conference_on_Scientific_Organization_of_Labour	pos_pageof_systems_anal	-1	0.2	element_of	category	page
Emergence	Force_chain	pos_pageof_emergence	-1	0.6	element_of	category	page
1978_albums	Linear_flow_on_the_torus	neg	-1	0.0	element_of	category	page
1978_albums	Statistical_finance	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Bifurcation_theory	pos_pageof_nonlinear_sy	-1	1.0	element_of	category	page
Emergence	Infinite_compositions_of_analytic_functions	pos_pageof_emergence	-1	0.2	element_of	category	page
Nonlinear_systems	Traveling-wave_parametric_amplifier	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Chess_openings	Arithmetic_combinatorics	neg	-1	0.0	element_of	category	page
Medieval_knights	Dense_heterarchy	neg	-1	0.0	element_of	category	page
1978_albums	Dense_heterarchy	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Infinite-period_bifurcation	pos_pageof_bifurcation_	-1	0.8	element_of	category	page
Television_stations	Structured_programming	neg	-1	0.0	element_of	category	page
Television_stations	Holon_(sculpture)	neg	-1	0.0	element_of	category	page
Television_stations	Enactivism	neg	-1	0.0	element_of	category	page
1978_albums	Darwin_among_the_Machines	neg	-1	0.0	element_of	category	page
Cooking	Interactional_linguistics	neg	-1	0.0	element_of	category	page
Ergodic_theory	No-wandering-domain_theorem	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Nonlinear_systems	Resonant_interaction	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Chess_openings	Social_neuroscience	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Holism_and_Evolution	neg	-1	0.0	element_of	category	page
Galaxies	Stakeholder_analysis	neg	-1	0.0	element_of	category	page
Holism	Wholistic_reference	pos_pageof_holism	-1	0.2	element_of	category	page
1978_albums	Analytic_hierarchy_process	neg	-1	0.0	element_of	category	page
Public_toilets_automation	N2_chart	neg	-1	0.0	element_of	category	page
Systems_analysis	PDCA	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Galaxies	CFA_Loop	neg	-1	0.0	element_of	category	page
Tornado	Emergent_algorithm	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Ellis–Numakura_lemma	neg	-1	0.0	element_of	category	page
Ergodic_theory	Hadamard's_dynamical_system	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Galaxies	Global_brain	neg	-1	0.0	element_of	category	page
Holism	Holomovement	pos_pageof_holism	-1	0.4	element_of	category	page
Comedians	Hadamard's_dynamical_system	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Steady_change	neg	-1	0.0	element_of	category	page
Cooking	STAR_model	neg	-1	0.0	element_of	category	page
Feudalism	Infinite_compositions_of_analytic_functions	neg	-1	0.0	element_of	category	page
Television_stations	Conservative_system	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Chaos_communications	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Nonlinear_systems	Nonlinear_acoustics	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Nonlinear_systems	Crisis_(dynamical_systems)	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Comedians	Bifurcation_theory	neg	-1	0.0	element_of	category	page
1978_albums	The_Evolution_of_Cooperation	neg	-1	0.0	element_of	category	page
Galaxies	Equidistribution_theorem	neg	-1	0.0	element_of	category	page
Feudalism	Topological_entropy	neg	-1	0.0	element_of	category	page
Feudalism	Mixing_(mathematics)	neg	-1	0.0	element_of	category	page
Tornado	Markov_odometer	neg	-1	0.0	element_of	category	page
Systems_analysis	Problem_frames_approach	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Feudalism	Synergistic_system	neg	-1	0.0	element_of	category	page
Cooking	Sphoṭa	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Pyragas_method	pos_pageof_nonlinear_sy	-1	0.8	element_of	category	page
Medieval_knights	Prancercise	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Social_cognitive_neuroscience	neg	-1	0.0	element_of	category	page
Feudalism	Pyragas_method	neg	-1	0.0	element_of	category	page
Ergodic_theory	Equidistributed_sequence	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Public_toilets_automation	Living_technology	neg	-1	0.0	element_of	category	page
Ergodic_theory	Conservative_system	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Emergence	Computational_irreducibility	pos_pageof_emergence	-1	0.6	element_of	category	page
Chess_openings	Blue_sky_catastrophe	neg	-1	0.0	element_of	category	page
Television_stations	Dynamic_fluid_film_equations	neg	-1	0.0	element_of	category	page
Feudalism	Traveling-wave_parametric_amplifier	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Ecology	neg	-1	0.0	element_of	category	page
Television_stations	Internet_traffic_engineering	neg	-1	0.0	element_of	category	page
Holism	Holism_and_Evolution	pos_pageof_holism	-1	0.8	element_of	category	page
Ergodic_theory	Syndetic_set	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Television_stations	The_Evolution_of_Cooperation	neg	-1	0.0	element_of	category	page
1978_albums	Ideal_observer_theory	neg	-1	0.0	element_of	category	page
Chess_openings	Integrative_level	neg	-1	0.0	element_of	category	page
Medieval_knights	Social_cognitive_neuroscience	neg	-1	0.0	element_of	category	page
Medieval_knights	No-wandering-domain_theorem	neg	-1	0.0	element_of	category	page
Television_stations	Failure_mode_and_effects_analysis	neg	-1	0.0	element_of	category	page
Emergence	Swarm_(simulation)	pos_pageof_emergence	-1	0.6	element_of	category	page
Ergodic_theory	Thick_set	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Cooking	Subshift_of_finite_type	neg	-1	0.0	element_of	category	page
Comedians	Steady_change	neg	-1	0.0	element_of	category	page
1978_albums	Composite_gravity	neg	-1	0.0	element_of	category	page
Television_stations	Manumation	neg	-1	0.0	element_of	category	page
Holism	Gestalt_psychology	pos_pageof_holism	-1	0.8	element_of	category	page
Chess_openings	Kingman's_subadditive_ergodic_theorem	neg	-1	0.0	element_of	category	page
Cooking	Oseledets_theorem	neg	-1	0.0	element_of	category	page
Chess_openings	Symmetry-protected_topological_order	neg	-1	0.0	element_of	category	page
1978_albums	Holon_(philosophy)	neg	-1	0.0	element_of	category	page
Holism	Holon_(philosophy)	pos_pageof_holism	-1	0.8	element_of	category	page
Television_stations	Function_(computer_programming)	neg	-1	0.0	element_of	category	page
Emergence	Price_point	pos_pageof_emergence	-1	0.0	element_of	category	page
Public_toilets_automation	Organicism	neg	-1	0.0	element_of	category	page
Emergence	Personality_systematics	pos_pageof_emergence	-1	0.2	element_of	category	page
Systems_analysis	Ultra-large-scale_systems	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Galaxies	N2_chart	neg	-1	0.0	element_of	category	page
Feudalism	Wave_turbulence	neg	-1	0.0	element_of	category	page
Tornado	Normal_form_(dynamical_systems)	neg	-1	0.0	element_of	category	page
Chess_openings	The_Ghost_in_the_Machine	neg	-1	0.0	element_of	category	page
Comedians	Structure_chart	neg	-1	0.0	element_of	category	page
Galaxies	Implicate_and_explicate_order	neg	-1	0.0	element_of	category	page
1978_albums	Theory_of_narrative_thought	neg	-1	0.0	element_of	category	page
1978_albums	Ergodic_process	neg	-1	0.0	element_of	category	page
1978_albums	NeSSI	neg	-1	0.0	element_of	category	page
Galaxies	Manumation	neg	-1	0.0	element_of	category	page
Feudalism	IP_set	neg	-1	0.0	element_of	category	page
Television_stations	Health_web_science	neg	-1	0.0	element_of	category	page
Television_stations	Topological_entropy	neg	-1	0.0	element_of	category	page
Comedians	Analytic_hierarchy_process	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Nonlinear_system_identification	neg	-1	0.0	element_of	category	page
Medieval_knights	Biocomplexity	neg	-1	0.0	element_of	category	page
Comedians	Systems_analysis	neg	-1	0.0	element_of	category	page
Medieval_knights	Heteroclinic_bifurcation	neg	-1	0.0	element_of	category	page
Cooking	Ergodic_theory	neg	-1	0.0	element_of	category	page
Galaxies	Health_web_science	neg	-1	0.0	element_of	category	page
Cooking	Composite_gravity	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Blue_sky_catastrophe	pos_pageof_bifurcation_	-1	0.8	element_of	category	page
Feudalism	Nonlinear_system	neg	-1	0.0	element_of	category	page
Comedians	IP_set	neg	-1	0.0	element_of	category	page
Galaxies	OODA_loop	neg	-1	0.0	element_of	category	page
1978_albums	Normal_form_(dynamical_systems)	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Maximising_measure	neg	-1	0.0	element_of	category	page
Tornado	Dispersive_partial_differential_equation	neg	-1	0.0	element_of	category	page
Feudalism	Structured_what-if_technique	neg	-1	0.0	element_of	category	page
Tornado	Diakoptics	neg	-1	0.0	element_of	category	page
Cooking	Axiom_A	neg	-1	0.0	element_of	category	page
Bifurcation_theory	Saddle-node_bifurcation	pos_pageof_bifurcation_	-1	1.0	element_of	category	page
Feudalism	Biological_applications_of_bifurcation_theory	neg	-1	0.0	element_of	category	page
Television_stations	Artificial_creation	neg	-1	0.0	element_of	category	page
Television_stations	DUAL_(cognitive_architecture)	neg	-1	0.0	element_of	category	page
Ergodic_theory	Quantum_ergodicity	pos_pageof_ergodic_theo	-1	0.8	element_of	category	page
Systems_analysis	Diakoptics	pos_pageof_systems_anal	-1	0.8	element_of	category	page
Nonlinear_systems	C0-semigroup	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
1978_albums	Mixing_(mathematics)	neg	-1	0.0	element_of	category	page
1978_albums	Power_integrity	neg	-1	0.0	element_of	category	page
1978_albums	Transpartisan	neg	-1	0.0	element_of	category	page
Emergence	Integrative_level	pos_pageof_emergence	-1	0.6	element_of	category	page
Comedians	Logico-linguistic_modeling	neg	-1	0.0	element_of	category	page
Comedians	Special_sciences	neg	-1	0.0	element_of	category	page
Tornado	Modular_design	neg	-1	0.0	element_of	category	page
Television_stations	System_integration	neg	-1	0.0	element_of	category	page
Nonlinear_systems	Theta_model	pos_pageof_nonlinear_sy	-1	0.6	element_of	category	page
Cooking	Ergodic_process	neg	-1	0.0	element_of	category	page
