pair_id	corpus	graph_view	branch_id	branch_title	descendant_id	descendant_title	descendant_normalized_title	ancestor_id	ancestor_title	ancestor_normalized_title	hop
enwiki-h4-0049	enwiki	category_dag	694861	Culture	43051319	Kyiv_National_I._K._Karpenko-Kary_Theatre,_Cinema_and_Television_University	kyiv national i. k. karpenko-kary theatre, cinema and television university	694861	Culture	culture	4
enwiki-h5-0000	enwiki	category_dag	694861	Culture	63050636	Alumni_of_the_European_Schools	alumni of the european schools	54239032	Cultural_policy	cultural policy	5
enwiki-h5-0001	enwiki	category_dag	60023454	Entities	692694	Religion	religion	60023454	Entities	entities	5
enwiki-h5-0002	enwiki	category_dag	751381	Health	22872061	Danish_medical_researchers	danish medical researchers	751381	Health	health	5
enwiki-h5-0003	enwiki	category_dag	700914	Knowledge	74000184	Children's_books_about_fairies	children's books about fairies	36224853	Sociology_of_knowledge	sociology of knowledge	5
enwiki-h5-0004	enwiki	category_dag	691928	Law	62468818	Television_series_about_abuse	television series about abuse	691928	Law	law	5
enwiki-h5-0005	enwiki	category_dag	696790	Mass_media	51519177	Australian_children's_radio_programs	australian children's radio programs	696790	Mass_media	mass media	5
enwiki-h5-0006	enwiki	category_dag	690747	Mathematics	74700081	Curvature_tensors	curvature tensors	2301927	Differential_calculus	differential calculus	5
enwiki-h5-0007	enwiki	category_dag	695027	Politics	40601713	Border_barriers	border barriers	695027	Politics	politics	5
enwiki-h5-0008	enwiki	category_dag	691182	Science	77940553	Environmental_racism_in_the_United_States	environmental racism in the united states	691182	Science	science	5
enwiki-h5-0009	enwiki	category_dag	744728	Time	37132964	Text_publication_societies	text publication societies	744728	Time	time	5
enwiki-h5-0010	enwiki	category_dag	48005914	Universe	61963629	Serapeum	serapeum	894849	Cosmology	cosmology	5
enwiki-h5-0011	enwiki	category_dag	737037	Behavior	68303191	Cultural_depictions_of_Alice_Liddell	cultural depictions of alice liddell	737037	Behavior	behavior	5
enwiki-h5-0012	enwiki	category_dag	709243	Communication	18253615	Michael_Bloomberg	michael bloomberg	709243	Communication	communication	5
enwiki-h5-0013	enwiki	category_dag	694861	Culture	47246961	Germany_at_the_1938_FIFA_World_Cup	germany at the 1938 fifa world cup	23508439	Cultural_exchange	cultural exchange	5
enwiki-h5-0014	enwiki	category_dag	696763	Education	73741572	Musicals_set_at_parties	musicals set at parties	4174841	Students	students	5
enwiki-h5-0015	enwiki	category_dag	865456	Energy	32295909	Documentary_films_about_peak_oil	documentary films about peak oil	865456	Energy	energy	5
enwiki-h5-0016	enwiki	category_dag	60023454	Entities	45205698	Women_video_game_designers	women video game designers	5183917	Structure	structure	5
enwiki-h5-0017	enwiki	category_dag	693800	Geography	36091943	Novels_set_in_Lagos	novels set in lagos	693800	Geography	geography	5
enwiki-h5-0018	enwiki	category_dag	700914	Knowledge	8876046	People_of_the_Albigensian_Crusade	people of the albigensian crusade	700914	Knowledge	knowledge	5
enwiki-h5-0019	enwiki	category_dag	8017451	Language	16690063	Theodicy	theodicy	13887504	Statements	statements	5
enwiki-h5-0020	enwiki	category_dag	691928	Law	59106244	Croatian_judges_of_international_courts_and_tribunals	croatian judges of international courts and tribunals	4153592	Legal_systems	legal systems	5
enwiki-h5-0021	enwiki	category_dag	696790	Mass_media	43599513	British_Christian_hymns	british christian hymns	34113453	Poetry_about_spirituality	poetry about spirituality	5
enwiki-h5-0022	enwiki	category_dag	690747	Mathematics	38942767	Olivetti_products	olivetti products	838036	Mathematical_tools	mathematical tools	5
enwiki-h5-0023	enwiki	category_dag	691008	People	76706894	Depictions_of_Grand_Duchess_Anastasia_Nikolaevna_of_Russia_on_film	depictions of grand duchess anastasia nikolaevna of russia on film	31041500	Christian_monarchs	christian monarchs	5
enwiki-h5-0024	enwiki	category_dag	1633936	Society	40150591	20th-century_disestablishments_in_Newfoundland	20th-century disestablishments in newfoundland	944455	Former_monarchies	former monarchies	5
enwiki-h5-0025	enwiki	category_dag	744728	Time	50801248	Parental_leave_in_the_United_States	parental leave in the united states	28085738	Time_management	time management	5
enwiki-h5-0026	enwiki	category_dag	694861	Culture	33738135	Live_albums_recorded_at_the_Royal_Albert_Hall	live albums recorded at the royal albert hall	71331132	Venues	venues	5
enwiki-h5-0027	enwiki	category_dag	47397287	Economy	61510163	Software_that_uses_VTK	software that uses vtk	47397287	Economy	economy	5
enwiki-h5-0028	enwiki	category_dag	60023454	Entities	34357718	Former_subdivisions_of_Canada	former subdivisions of canada	41729540	Territorial_entities	territorial entities	5
enwiki-h5-0029	enwiki	category_dag	693800	Geography	4047438	Seafaring_films	seafaring films	48925265	Works_about_geography	works about geography	5
enwiki-h5-0030	enwiki	category_dag	751381	Health	21111942	Documentary_films_about_drugs	documentary films about drugs	751381	Health	health	5
enwiki-h5-0031	enwiki	category_dag	700914	Knowledge	63982587	Easter_egg_(media)	easter egg (media)	1215520	Sociology_of_scientific_knowledge	sociology of scientific knowledge	5
enwiki-h5-0032	enwiki	category_dag	691928	Law	61302444	Clerks_of_the_New_Zealand_House_of_Representatives	clerks of the new zealand house of representatives	691928	Law	law	5
enwiki-h5-0033	enwiki	category_dag	2389032	Life	80072806	1970s_murders_in_El_Salvador	1970s murders in el salvador	921954	Death	death	5
enwiki-h5-0034	enwiki	category_dag	696603	Nature	77651568	Power_outages_in_North_America	power outages in north america	16305327	Power_control	power control	5
enwiki-h5-0035	enwiki	category_dag	692694	Religion	24525232	Converts_to_the_Bahá'i_Faith_from_Protestantism	converts to the bahá'i faith from protestantism	1883977	Religion_and_society	religion and society	5
enwiki-h5-0036	enwiki	category_dag	1633936	Society	35870304	Crucifixion_of_Jesus_in_art	crucifixion of jesus in art	1633936	Society	society	5
enwiki-h5-0037	enwiki	category_dag	693763	Academic_disciplines	75226508	21st-century_Indian_women_educational_theorists	21st-century indian women educational theorists	70318517	Education_studies	education studies	5
enwiki-h5-0038	enwiki	category_dag	24980271	Concepts	34232097	Films_based_on_Persuasion_(novel)	films based on persuasion (novel)	51137756	Change	change	5
enwiki-h5-0039	enwiki	category_dag	47397287	Economy	24111984	High-technology_business_districts_in_Chennai	high-technology business districts in chennai	47397287	Economy	economy	5
enwiki-h5-0040	enwiki	category_dag	693800	Geography	52239583	Birds_of_the_Yungas	birds of the yungas	53137668	Geographic_classifications	geographic classifications	5
enwiki-h5-0041	enwiki	category_dag	751381	Health	55129602	Parasitic_nematodes_of_tetrapods	parasitic nematodes of tetrapods	751381	Health	health	5
enwiki-h5-0042	enwiki	category_dag	693555	History	31856034	Beer_Hall_Putsch_participants	beer hall putsch participants	895940	Historiography	historiography	5
enwiki-h5-0043	enwiki	category_dag	700914	Knowledge	52547299	Plant_nothogenera	plant nothogenera	700905	Procedural_knowledge	procedural knowledge	5
enwiki-h5-0044	enwiki	category_dag	8017451	Language	67086452	Scholars_of_Syriac_Christianity	scholars of syriac christianity	8017451	Language	language	5
enwiki-h5-0045	enwiki	category_dag	2389032	Life	20029087	Apocarotenoids	apocarotenoids	33118759	Hypothetical_life_forms	hypothetical life forms	5
enwiki-h5-0046	enwiki	category_dag	696603	Nature	29849723	Flavonol_glycosides	flavonol glycosides	933036	Glycosides	glycosides	5
enwiki-h5-0047	enwiki	category_dag	695027	Politics	63795697	20th-century_women_MEPs_for_Greece	20th-century women meps for greece	8575650	Politics_of_the_European_Union	politics of the european union	5
enwiki-h5-0048	enwiki	category_dag	692694	Religion	8875398	Sculptures_of_Hermes	sculptures of hermes	69291147	Dreams_in_religion	dreams in religion	5
enwiki-h5-0049	enwiki	category_dag	691182	Science	40888943	Jewish_Canadian_sociologists	jewish canadian sociologists	694953	Scientists	scientists	5
